RoundRobinTournament
AIs
	WorkerRush(AStarPathFinding)
	LightRush(AStarPathFinding)
	HeavyRush(AStarPathFinding)
	RangedRush(AStarPathFinding)
maps
	D:\Project\JavaWorkspace\microrts\maps\24x24\basesWorkers24x24.xml
	D:\Project\JavaWorkspace\microrts\maps\24x24\basesWorkers24x24A.xml
	D:\Project\JavaWorkspace\microrts\maps\24x24\basesWorkers24x24B.xml
	D:\Project\JavaWorkspace\microrts\maps\24x24\basesWorkers24x24C.xml
iterations	10
maxGameLength	5000
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	1000	1000
fullObservability	true
timeoutCheck	true
runGC	false
iteration	map	ai1	ai2	time	winner	crashed	timedout
3	0	2	3	1860	0	-1	-1
3	0	3	0	2020	0	-1	-1
3	0	3	1	830	1	-1	-1
3	0	3	2	1865	1	-1	-1
3	1	0	1	1127	1	-1	-1
3	1	0	2	885	0	-1	-1
3	1	0	3	1565	1	-1	-1
3	1	1	0	1095	0	-1	-1
3	1	1	2	1379	0	-1	-1
3	1	1	3	944	0	-1	-1
3	1	2	0	2167	0	-1	-1
3	1	2	1	2078	0	-1	-1
3	1	2	3	1860	0	-1	-1
3	1	3	0	2020	0	-1	-1
3	1	3	1	830	1	-1	-1
3	1	3	2	1865	1	-1	-1
3	2	0	1	1183	1	-1	-1
3	2	0	2	795	0	-1	-1
3	2	0	3	1555	1	-1	-1
3	2	1	0	900	0	-1	-1
3	2	1	2	1579	0	-1	-1
3	2	1	3	1039	0	-1	-1
3	2	2	0	625	1	-1	-1
3	2	2	1	2259	1	-1	-1
3	2	2	3	2647	0	-1	-1
3	2	3	0	2315	0	-1	-1
3	2	3	1	847	1	-1	-1
3	2	3	2	2235	1	-1	-1
3	3	0	1	969	1	-1	-1
3	3	0	2	605	0	-1	-1
3	3	0	3	1265	1	-1	-1
3	3	1	0	857	0	-1	-1
3	3	1	2	1097	0	-1	-1
3	3	1	3	947	0	-1	-1
3	3	2	0	680	1	-1	-1
3	3	2	1	1636	1	-1	-1
3	3	2	3	3730	1	-1	-1
3	3	3	0	1855	0	-1	-1
3	3	3	1	878	1	-1	-1
3	3	3	2	2057	1	-1	-1
4	0	0	1	1127	1	-1	-1
4	0	0	2	885	0	-1	-1
4	0	0	3	1565	1	-1	-1
4	0	1	0	1095	0	-1	-1
4	0	1	2	1379	0	-1	-1
4	0	1	3	944	0	-1	-1
4	0	2	0	2167	0	-1	-1
4	0	2	1	2078	0	-1	-1
4	0	2	3	1860	0	-1	-1
4	0	3	0	2020	0	-1	-1
4	0	3	1	830	1	-1	-1
4	0	3	2	1865	1	-1	-1
4	1	0	1	1127	1	-1	-1
4	1	0	2	885	0	-1	-1
4	1	0	3	1565	1	-1	-1
4	1	1	0	1095	0	-1	-1
4	1	1	2	1379	0	-1	-1
4	1	1	3	944	0	-1	-1
4	1	2	0	2167	0	-1	-1
4	1	2	1	2078	0	-1	-1
4	1	2	3	1860	0	-1	-1
4	1	3	0	2020	0	-1	-1
4	1	3	1	830	1	-1	-1
4	1	3	2	1865	1	-1	-1
4	2	0	1	1183	1	-1	-1
4	2	0	2	795	0	-1	-1
4	2	0	3	1555	1	-1	-1
4	2	1	0	900	0	-1	-1
4	2	1	2	1579	0	-1	-1
4	2	1	3	1039	0	-1	-1
4	2	2	0	625	1	-1	-1
4	2	2	1	2259	1	-1	-1
4	2	2	3	2647	0	-1	-1
4	2	3	0	2315	0	-1	-1
4	2	3	1	847	1	-1	-1
4	2	3	2	2235	1	-1	-1
4	3	0	1	969	1	-1	-1
4	3	0	2	605	0	-1	-1
4	3	0	3	1265	1	-1	-1
4	3	1	0	857	0	-1	-1
4	3	1	2	1097	0	-1	-1
4	3	1	3	947	0	-1	-1
4	3	2	0	680	1	-1	-1
4	3	2	1	1636	1	-1	-1
4	3	2	3	3730	1	-1	-1
4	3	3	0	1855	0	-1	-1
4	3	3	1	878	1	-1	-1
4	3	3	2	2057	1	-1	-1
5	0	0	1	1127	1	-1	-1
5	0	0	2	885	0	-1	-1
5	0	0	3	1565	1	-1	-1
5	0	1	0	1095	0	-1	-1
5	0	1	2	1379	0	-1	-1
5	0	1	3	944	0	-1	-1
5	0	2	0	2167	0	-1	-1
5	0	2	1	2078	0	-1	-1
5	0	2	3	1860	0	-1	-1
5	0	3	0	2020	0	-1	-1
5	0	3	1	830	1	-1	-1
5	0	3	2	1865	1	-1	-1
5	1	0	1	1127	1	-1	-1
5	1	0	2	885	0	-1	-1
5	1	0	3	1565	1	-1	-1
5	1	1	0	1095	0	-1	-1
5	1	1	2	1379	0	-1	-1
5	1	1	3	944	0	-1	-1
5	1	2	0	2167	0	-1	-1
5	1	2	1	2078	0	-1	-1
5	1	2	3	1860	0	-1	-1
5	1	3	0	2020	0	-1	-1
5	1	3	1	830	1	-1	-1
5	1	3	2	1865	1	-1	-1
5	2	0	1	1183	1	-1	-1
5	2	0	2	795	0	-1	-1
5	2	0	3	1555	1	-1	-1
5	2	1	0	900	0	-1	-1
5	2	1	2	1579	0	-1	-1
5	2	1	3	1039	0	-1	-1
5	2	2	0	625	1	-1	-1
5	2	2	1	2259	1	-1	-1
5	2	2	3	2647	0	-1	-1
5	2	3	0	2315	0	-1	-1
5	2	3	1	847	1	-1	-1
5	2	3	2	2235	1	-1	-1
5	3	0	1	969	1	-1	-1
5	3	0	2	605	0	-1	-1
5	3	0	3	1265	1	-1	-1
5	3	1	0	857	0	-1	-1
5	3	1	2	1097	0	-1	-1
5	3	1	3	947	0	-1	-1
5	3	2	0	680	1	-1	-1
5	3	2	1	1636	1	-1	-1
5	3	2	3	3730	1	-1	-1
5	3	3	0	1855	0	-1	-1
5	3	3	1	878	1	-1	-1
5	3	3	2	2057	1	-1	-1
6	0	0	1	1127	1	-1	-1
6	0	0	2	885	0	-1	-1
6	0	0	3	1565	1	-1	-1
6	0	1	0	1095	0	-1	-1
6	0	1	2	1379	0	-1	-1
6	0	1	3	944	0	-1	-1
6	0	2	0	2167	0	-1	-1
6	0	2	1	2078	0	-1	-1
6	0	2	3	1860	0	-1	-1
6	0	3	0	2020	0	-1	-1
6	0	3	1	830	1	-1	-1
6	0	3	2	1865	1	-1	-1
6	1	0	1	1127	1	-1	-1
6	1	0	2	885	0	-1	-1
6	1	0	3	1565	1	-1	-1
6	1	1	0	1095	0	-1	-1
6	1	1	2	1379	0	-1	-1
6	1	1	3	944	0	-1	-1
6	1	2	0	2167	0	-1	-1
6	1	2	1	2078	0	-1	-1
6	1	2	3	1860	0	-1	-1
6	1	3	0	2020	0	-1	-1
6	1	3	1	830	1	-1	-1
6	1	3	2	1865	1	-1	-1
6	2	0	1	1183	1	-1	-1
6	2	0	2	795	0	-1	-1
6	2	0	3	1555	1	-1	-1
6	2	1	0	900	0	-1	-1
6	2	1	2	1579	0	-1	-1
6	2	1	3	1039	0	-1	-1
6	2	2	0	625	1	-1	-1
6	2	2	1	2259	1	-1	-1
6	2	2	3	2647	0	-1	-1
6	2	3	0	2315	0	-1	-1
6	2	3	1	847	1	-1	-1
6	2	3	2	2235	1	-1	-1
6	3	0	1	969	1	-1	-1
6	3	0	2	605	0	-1	-1
6	3	0	3	1265	1	-1	-1
6	3	1	0	857	0	-1	-1
6	3	1	2	1097	0	-1	-1
6	3	1	3	947	0	-1	-1
6	3	2	0	680	1	-1	-1
6	3	2	1	1636	1	-1	-1
6	3	2	3	3730	1	-1	-1
6	3	3	0	1855	0	-1	-1
6	3	3	1	878	1	-1	-1
6	3	3	2	2057	1	-1	-1
7	0	0	1	1127	1	-1	-1
7	0	0	2	885	0	-1	-1
7	0	0	3	1565	1	-1	-1
7	0	1	0	1095	0	-1	-1
7	0	1	2	1379	0	-1	-1
7	0	1	3	944	0	-1	-1
7	0	2	0	2167	0	-1	-1
7	0	2	1	2078	0	-1	-1
7	0	2	3	1860	0	-1	-1
7	0	3	0	2020	0	-1	-1
7	0	3	1	830	1	-1	-1
7	0	3	2	1865	1	-1	-1
7	1	0	1	1127	1	-1	-1
7	1	0	2	885	0	-1	-1
7	1	0	3	1565	1	-1	-1
7	1	1	0	1095	0	-1	-1
7	1	1	2	1379	0	-1	-1
7	1	1	3	944	0	-1	-1
7	1	2	0	2167	0	-1	-1
7	1	2	1	2078	0	-1	-1
7	1	2	3	1860	0	-1	-1
7	1	3	0	2020	0	-1	-1
7	1	3	1	830	1	-1	-1
7	1	3	2	1865	1	-1	-1
7	2	0	1	1183	1	-1	-1
7	2	0	2	795	0	-1	-1
7	2	0	3	1555	1	-1	-1
7	2	1	0	900	0	-1	-1
7	2	1	2	1579	0	-1	-1
7	2	1	3	1039	0	-1	-1
7	2	2	0	625	1	-1	-1
7	2	2	1	2259	1	-1	-1
7	2	2	3	2647	0	-1	-1
7	2	3	0	2315	0	-1	-1
7	2	3	1	847	1	-1	-1
7	2	3	2	2235	1	-1	-1
7	3	0	1	969	1	-1	-1
7	3	0	2	605	0	-1	-1
7	3	0	3	1265	1	-1	-1
7	3	1	0	857	0	-1	-1
7	3	1	2	1097	0	-1	-1
7	3	1	3	947	0	-1	-1
7	3	2	0	680	1	-1	-1
7	3	2	1	1636	1	-1	-1
7	3	2	3	3730	1	-1	-1
7	3	3	0	1855	0	-1	-1
7	3	3	1	878	1	-1	-1
7	3	3	2	2057	1	-1	-1
8	0	0	1	1127	1	-1	-1
8	0	0	2	885	0	-1	-1
8	0	0	3	1565	1	-1	-1
8	0	1	0	1095	0	-1	-1
8	0	1	2	1379	0	-1	-1
8	0	1	3	944	0	-1	-1
8	0	2	0	2167	0	-1	-1
8	0	2	1	2078	0	-1	-1
8	0	2	3	1860	0	-1	-1
8	0	3	0	2020	0	-1	-1
8	0	3	1	830	1	-1	-1
8	0	3	2	1865	1	-1	-1
8	1	0	1	1127	1	-1	-1
8	1	0	2	885	0	-1	-1
8	1	0	3	1565	1	-1	-1
8	1	1	0	1095	0	-1	-1
8	1	1	2	1379	0	-1	-1
8	1	1	3	944	0	-1	-1
8	1	2	0	2167	0	-1	-1
8	1	2	1	2078	0	-1	-1
8	1	2	3	1860	0	-1	-1
8	1	3	0	2020	0	-1	-1
8	1	3	1	830	1	-1	-1
8	1	3	2	1865	1	-1	-1
8	2	0	1	1183	1	-1	-1
8	2	0	2	795	0	-1	-1
8	2	0	3	1555	1	-1	-1
8	2	1	0	900	0	-1	-1
8	2	1	2	1579	0	-1	-1
8	2	1	3	1039	0	-1	-1
8	2	2	0	625	1	-1	-1
8	2	2	1	2259	1	-1	-1
8	2	2	3	2647	0	-1	-1
8	2	3	0	2315	0	-1	-1
8	2	3	1	847	1	-1	-1
8	2	3	2	2235	1	-1	-1
8	3	0	1	969	1	-1	-1
8	3	0	2	605	0	-1	-1
8	3	0	3	1265	1	-1	-1
8	3	1	0	857	0	-1	-1
8	3	1	2	1097	0	-1	-1
8	3	1	3	947	0	-1	-1
8	3	2	0	680	1	-1	-1
8	3	2	1	1636	1	-1	-1
8	3	2	3	3730	1	-1	-1
8	3	3	0	1855	0	-1	-1
8	3	3	1	878	1	-1	-1
8	3	3	2	2057	1	-1	-1
9	0	0	1	1127	1	-1	-1
9	0	0	2	885	0	-1	-1
9	0	0	3	1565	1	-1	-1
9	0	1	0	1095	0	-1	-1
9	0	1	2	1379	0	-1	-1
9	0	1	3	944	0	-1	-1
9	0	2	0	2167	0	-1	-1
9	0	2	1	2078	0	-1	-1
9	0	2	3	1860	0	-1	-1
9	0	3	0	2020	0	-1	-1
9	0	3	1	830	1	-1	-1
9	0	3	2	1865	1	-1	-1
9	1	0	1	1127	1	-1	-1
9	1	0	2	885	0	-1	-1
9	1	0	3	1565	1	-1	-1
9	1	1	0	1095	0	-1	-1
9	1	1	2	1379	0	-1	-1
9	1	1	3	944	0	-1	-1
9	1	2	0	2167	0	-1	-1
9	1	2	1	2078	0	-1	-1
9	1	2	3	1860	0	-1	-1
9	1	3	0	2020	0	-1	-1
9	1	3	1	830	1	-1	-1
9	1	3	2	1865	1	-1	-1
9	2	0	1	1183	1	-1	-1
9	2	0	2	795	0	-1	-1
9	2	0	3	1555	1	-1	-1
9	2	1	0	900	0	-1	-1
9	2	1	2	1579	0	-1	-1
9	2	1	3	1039	0	-1	-1
9	2	2	0	625	1	-1	-1
9	2	2	1	2259	1	-1	-1
9	2	2	3	2647	0	-1	-1
9	2	3	0	2315	0	-1	-1
9	2	3	1	847	1	-1	-1
9	2	3	2	2235	1	-1	-1
9	3	0	1	969	1	-1	-1
9	3	0	2	605	0	-1	-1
9	3	0	3	1265	1	-1	-1
9	3	1	0	857	0	-1	-1
9	3	1	2	1097	0	-1	-1
9	3	1	3	947	0	-1	-1
9	3	2	0	680	1	-1	-1
9	3	2	1	1636	1	-1	-1
9	3	2	3	3730	1	-1	-1
9	3	3	0	1855	0	-1	-1
9	3	3	1	878	1	-1	-1
9	3	3	2	2057	1	-1	-1
Wins:
0	0	60	0	
80	0	60	80	
20	20	0	70	
80	0	10	0	
Ties:
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
Average Game Length:
0.0	1101.5	792.5	1487.5	
986.75	0.0	1358.5	968.5	
1409.75	1977.3	0.0	2524.25	
2052.5	846.25	2005.5	0.0	
AI crashes:
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
AI timeout:
0	0	0	0	
0	0	1	0	
0	0	0	0	
0	0	0	0	
